date,state,avg,min,max
2020-01-01,Niederösterreich,0.428425925925926,-4.645555555555556,6.431111111111111
2020-01-01,Oberösterreich,-1.1653079710144927,-4.586956521739131,5.3326086956521745
2020-01-01,Steiermark,-2.5477182539682537,-5.897619047619047,3.6499999999999995
2020-01-01,Wien,2.250297619047619,-2.707142857142857,6.607142857142857
2020-01-02,Niederösterreich,-2.833101851851852,-6.636666666666666,5.082222222222223
2020-01-02,Oberösterreich,-1.951358695652174,-5.569565217391304,5.380434782608695
2020-01-02,Steiermark,-3.3496031746031747,-7.335714285714286,4.7976190476190474
2020-01-02,Wien,-1.4720238095238096,-4.828571428571428,4.614285714285714
2020-01-03,Niederösterreich,-2.049444444444444,-6.055555555555555,2.2666666666666666
2020-01-03,Oberösterreich,-1.0493659420289856,-5.052173913043478,3.5913043478260867
2020-01-03,Steiermark,-3.17093253968254,-7.0547619047619055,2.1214285714285714
2020-01-03,Wien,-2.5130952380952385,-5.021428571428571,0.5714285714285714
2020-01-04,Niederösterreich,3.6143055555555557,-0.5599999999999999,6.361111111111111
2020-01-04,Oberösterreich,3.2635869565217392,1.1304347826086956,5.3826086956521735
2020-01-04,Steiermark,0.416468253968254,-4.2,4.871428571428571
2020-01-04,Wien,4.933333333333333,-0.2285714285714286,7.221428571428571
2020-01-05,Niederösterreich,0.22449074074074074,-3.913333333333333,3.8655555555555554
2020-01-05,Oberösterreich,0.20235507246376808,-2.721739130434783,2.9108695652173915
2020-01-05,Steiermark,0.9937499999999999,-3.9119047619047613,4.957142857142857
2020-01-05,Wien,1.575,-1.8571428571428572,4.7
2020-01-06,Niederösterreich,-2.8081944444444447,-6.602222222222223,4.256666666666667
2020-01-06,Oberösterreich,-2.2456521739130433,-5.084782608695653,3.4347826086956523
2020-01-06,Steiermark,-4.089484126984127,-7.764285714285715,2.55
2020-01-06,Wien,-1.4148809523809525,-4.814285714285715,4.378571428571428
2020-01-07,Niederösterreich,-1.370462962962963,-7.13111111111111,4.217777777777778
2020-01-07,Oberösterreich,-1.1021739130434782,-5.445652173913044,2.389130434782609
2020-01-07,Steiermark,-3.532936507936508,-8.533333333333333,4.095238095238095
2020-01-07,Wien,-0.7866071428571428,-6.078571428571428,4.071428571428571
2020-01-08,Niederösterreich,1.925925925925926,-2.358888888888889,7.5777777777777775
2020-01-08,Oberösterreich,1.278532608695652,-1.0152173913043478,3.3782608695652177
2020-01-08,Steiermark,-1.894543650793651,-6.152380952380952,5.1952380952380945
2020-01-08,Wien,3.431547619047619,-0.37142857142857144,9.25
2020-01-09,Niederösterreich,2.212222222222222,-1.2333333333333334,6.19
2020-01-09,Oberösterreich,3.094202898550725,-0.4717391304347826,9.92608695652174
2020-01-09,Steiermark,1.0928571428571427,-2.7404761904761905,7.430952380952381
2020-01-09,Wien,1.7401785714285716,-0.7428571428571429,4.057142857142858
2020-01-10,Niederösterreich,0.7160185185185185,-2.2544444444444447,5.122222222222222
